,0
569,"'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this-  -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone! "
570,What bank is this?
571,Hey. It's him.  Who is it?
572,It's Alan.
573,Chandler! He's here!
574,"Okay, please be good, please. Just remember how much you all like me."
575,"Hi. Alan, this is everybody. Everybody, this is Alan."
577,"Hi, Alan."
578,I've heard schho much about all you guyschh!
579,"Thanks. I'll call you tomorrow.  Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first sh*t, hmm?"
580,C'mon!
581,"...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him."
582,Loved him! Yeah! He's great!
583,Wait a minute! We're talking about someone that I'm going out with?
584,Yeah! 
585,And did you notice...? 
587,Know what was great? The way his smile was kinda crooked.
588,"Yes, yes! Like the man in the shoe!"
589,...What shoe?
590,"From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'"
591,...So I think Alan will become the yardstick against which all future boyfriends will be measured.
592,"What future boyfriends? Nono, I th- I think this could be, y'know, it."
593,Really!
594,"Oh, yeah. I'd marry him just for his David Hasselhof impression alone. You know I'm gonna be doing that at parties, right? "
595,"You know what I like most about him, though?"
597,The way he makes me feel about myself.
598,Yeah...
599,Hi.. how was the game?
600,Well..
601,WE WON!! Thank you! Yes!
602,Fantastic! I have one question: How is that possible?
603,Alan.
604,"He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-..."
605,"I mean, it-it was like, it was like he made us into a team."
606,"Yep, we sure showed those Hassidic jewellers a thing or two about softball.."
607,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..
609,"..I dunno, a little too Alan?"
610,"Well, no. That's impossible. You can never be too Alan."
611,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore."
612,I personally could have a gallon of Alan.
613,"Hey, Lizzie."
614,"Hey, Weird Girl."
615,I brought you alphabet soup.
616,Did you pick out the vowels?
617,"Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you. "
618,Saltines?
619,"No, but would you like a thousand dollars and a football phone?"
620,"What?  Oh my God, there's really money in here."
621,I know.
622,"Weird Girl, what are you doing?"
623,"No, I want you to have it. I don't want it."
624,"No, no, I ha-I have to give you something."
625,"Oh, that's fine, no."
626,Would you like my tin-foil hat?
627,"No. 'Cause you need that. No, it's okay, thanks."
628,"Please, let me do something."
629,"Okay, alright, you buy me a soda, and then we're even. Okay?"
632,Keep the change.  Sure you don't wanna pretzel?
633,"No, I'm fine."
634,See ya.
635,Huh!
636,A thumb?!
637,Eww!
638,"I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!"
639,"Well, maybe it's a contest, y'know? Like, collect all five?"
640,"Does, um, anyone wanna see?"
641,Nooo! 
642,"Oh, hey, don't do that! Cut it out!"
643,It's worse than the thumb!
644,"Hey, this is so unfair!"
645,"Oh, why is it unfair?"
646,"So I have a flaw! Big deal! Like Joey's constant knuckle-cracking isn't annoying? And Ross, with his over-pronouncing every single word? And Monica, with that snort when she laughs? I mean, what the hell is that thing? ...I accept all those flaws, why can't you accept me for this?"
647,...Does the knuckle-cracking bother everybody?
648,"Well, I-I could live without it."
649,"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?"
650,"Oh, now, don't listen to him, Pheebs, I think it's endearing."
651,"Oh,  ""you do, do you""?"
652,"You know, there's nothing wrong with speaking correctly."
653,"""Indeed there isn't""... I should really get back to work."
654,"Yeah, 'cause otherwise someone might get what they actually ordered."
655,"Ohh-ho-hooohhh. The hair comes out, and the gloves come on."
656,Did you ever go out with a guy your friends all really like?
657,No. 
658,"Okay.. Well, I'm going out with a guy my friends all really like. "
659,"Waitwait.. we talking about the coyotes here? All right, a cow got through!"
660,"Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing."
661,"Honey.. you should always feel the thing. Listen, if that's how you feel about the guy, Monica, dump him!"
662,I know.. it's gonna be really hard.
663,"Well, he's a big boy, he'll get over it."
664,"No, he'll be fine. It's the other five I'm worried about."
665,Do you have any respect for your body?
666,Don't you realise what you're-you're doing to yourself?
667,"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it."
668,"Chandler? It's Alan, he wants to speak to you."
669,"Really? He does?  Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks!  "
670,"God, he's good."
671,If only he were a woman.
673,"Ooh, Lambchop. How old is that sock? If I had a sock on my hand for thirty years it'd be talking too."
674,Okay. I think it's time to change somebody's nicotine patch. 
675,Hey. Where's Joey?
676,"Joey ate my last stick of gum, so I k*lled him. Do you think that was wrong?"
677,I think he's across the hall.
678,Thanks. 
679,There y'go.
680,"Ooh, I'm alive with pleasure now."
681,"Hey Pheebs, you gonna have the rest of that Pop-Tart?.. Pheebs?"
682,Does anyone want the rest of this Pop-Tart?
683,"Hey, I might!"
684,"Sorry. ..Y'know, those stupid soda people gave me seven thousand dollars for the thumb."
685,You're kidding. Oh my God.
686,"And on my way over here, I stepped in gum. ...What is up with the universe?!"
687,What's going on?
688,Nothing. I just think it's nice when we're all here together.
689,Even nicer when everyone gets to wear their underwear..
690,"Uh, Joey.."
691,"Oh, God!  "
693,Oh! That was Lambchop!
694,"Please, guys, we have to talk."
695,"Wait, wait, I'm getting a deja vu...no, I'm not."
696,"Alright, we have to talk."
697,There it is!
698,"Okay. It's-it's about Alan. There's something that you should know. I mean, there's really no easy way to say this.. uh.. I've decided to break up with Alan."
699,Is there somebody else?
700,"No, nononono.. it's just.. things change. People change."
701,We didn't change..
702,So that's it? It's over? Just like that?
703,"You know.. you let your guard down, you start to really care about someone, and I just- I- "
704,"Look, I- I could go on pretending-"
706,"-but that wouldn't be fair to me, it wouldn't be fair to Alan- It wouldn't be fair to you!"
707,"Who-who wants fair? Y'know, I just want things back. Y'know, the way they were."
708,I'm sorry..
709,"Oh, she's sorry! I feel better!"
710,"I just can't believe this! I mean, with the holidays coming up- I wanted him to meet my family-"
711,I'll meet somone else. There'll be other Alans.
712,"Oh, yeah! Right!"
713,Are you guys gonna be okay?
714,"Hey hey, we'll be fine. We're just gonna need a little time."
715,I understand.
716,Wow. 
717,"I'm, I'm really sorry."
718,"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved. "
719,Relieved?
720,"Yeah, well, I had a great time with you.. I just can't stand your friends."
721,Remember when we went to Central Park and rented boats?.. That was fun.
722,Yeah. He could row like a viking.
724,Mmm. 
725,So how'd it go?
726,"Oh, y'know.."
727,Did he mention us?
728,He said he's really gonna miss you guys. 
729,"You had a rough day, huh.. c'mere. "
730,...That's it. I'm getting cigarettes.
731,No no no!
732,"I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!"
733,If you never smoke again I'll give you seven thousand dollars!
734,"Yeah, alright."
735,Alright. Phoebe?
736,"Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!"
737,"Yeah, see.. you took mine. Chandler, what about you?"
738,"Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever."
739,"See, there's always one guy.  ""If I had a wish, I'd wish for three more wishes."""
740,"Hey Joey. Hi. Hey, buddy."
741,"Hey, Joey, what would you do if you were omnipotent?"
742,Probably k*ll myself!
743,..Excuse me?
744,"Hey, if Little Joey's dead, then I got no reason to live!"
745,"Joey, uh- OMnipotent."
746,"You are? Ross, I'm sorry.."
747,How does she do that?
748,I cannot sleep in a public place.
749,Would you look at her? She is so peaceful.
750,Oh! What what what! ...Hi.
751,"It's okay, y'know, you just nodded off again."
752,What's going on with you?
753,I got no sleep last night!
754,Why?
755,"My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!"
756,"Well, if you want, you can stay with Rachel and me tonight."
758,"...Ninety-five, ninety-six, ninety-seven. See, I told you! Less than a hundred steps from our place to here."
759,You got waaaay too much free time.
760,"Hey! Here's the birthday boy! Ross, check it out: hockey tickets, Rangers-Penguins, tonight at the Garden, and we're taking you."
761,"Happy birthday, pal!"
762,"We love you, man. "
763,"Funny, my birthday was seven months ago."
764,So?
765,"So, I'm guessing you had an extra ticket and couldn't decide which one of you got to bring a date?"
766,"Well, aren't we Mr. ""The glass is half empty""."
767,"Oh my God, oh- is today the twentieth, October twentieth?"
768,"Oh, I was hoping you wouldn't remember."
769,Ohhh.
770,What's wrong with the twentieth?
771,Eleven days before Hallowe'en.. all the good costumes are gone?
772,"Today's the day Carol and I first.. consummated our physical relationship.  Sex. ..You know what, I-I'd better pass on the game. I think I'm just gonna go home and think about my ex-wife and her lesbian lover."
773,"The hell with hockey, let's all do that!"
774,"C'mon, Ross! You, me, Joey, ice, guys' night out, c'mon, whaddya say, big guy,  huh? huh? huh?"
775,What are you doing?
777,"C'mon, Ross!"
778,"Alright, alright, maybe it'll take my mind off it. Do you promise to buy me a big thumb finger?"
779,You got it.
780,"Look look look look look, my first pay check! Look at the window, there's my name! Hi, me! "
781,"I remember the day I got my first pay check. There was a cave in in one of the mines, and eight people were k*lled."
782,"Wow, you worked in a mine?"
783,"I worked in a Dairy Queen, why?"
784,"God, isn't this exciting? I earned this. I wiped tables for it, I steamed milk for it, and it was totally-  -not worth it. Who's FICA? Why's he getting all my money? I mean, what- Chandler, look at that."
